'1','---    ','PRODUCCION MEJILLON EN BATEA','---'
'1','423.1  ','ELAB. CAFE, TE, Y SUCEDANEOS','4231'
'1','423.2  ','ELAB. SOPAS PREPARADAS Y CONDIMENTOS','4232'
'1','423.3  ','ELAB. PTOS. DIETETICOS Y DE REGIMEN','4233'
'1','423.9  ','ELAB. OTROS PTOS. ALIMENTICIOS NCOP','4239'
'1','424.1  ','DESTILACION Y RECTIFICACION ALCOHOLES','4241'
'1','424.2  ','OBTENCION AGUARDIENTES NATURALES','4242'
'1','424.3  ','OBTENC. AGUARDIENTES COMPUESTOS','4243'
'1','425.1  ','ELABORACION Y CRIANZA DE VINOS','4251'
'1','425.2  ','ELABORACION DE VINOS ESPUMOSOS','4252'
'1','425.3  ','ELABORACION OTROS VINOS ESPECIALES','4253'
'1','425.9  ','OTRAS INDUSTRIAS VINICOLAS NCOP','4259'
'1','426    ','SIDRERIAS','426'
